,UserId,PublicToken,userloanapplicationid,STATUS,createdat,Status_text,Rule,Aries_score
61,7003628,50C62D7A-5F30-415A-AFF5-E22FBE65CB29,87864.0,4.0,2023-09-18 14:21:44.626666,Accepted,,0.13780136882100807
62,7730734,99F57B04-3438-4D99-B5D8-FC42064E60F8,87863.0,0.0,2023-09-18 14:21:38.386666,Denied,12.0,0.1727706746773012
63,7323721,C597A7E8-642A-479C-858B-4976686AA133,87873.0,4.0,2023-09-18 14:26:55.236666,Accepted,,0.12490856640131524
64,6995978,4170C79F-E9DB-4B79-814E-1DD9275A29A3,87875.0,0.0,2023-09-18 14:27:14.223333,Denied,12.0,0.2602686972669148
65,6414713,2A8A9B03-AD19-4207-A90B-BA26B8E80A65,87883.0,4.0,2023-09-18 14:28:31.593333,Accepted,,0.07729316668302962
66,6307856,F5A1E272-FCDB-4155-9F2F-C936288D7577,87885.0,0.0,2023-09-18 14:29:54.600000,Denied,12.0,0.2077624023073289
67,7926586,691B307C-DBAC-407E-B705-BE1954CD64A8,87889.0,4.0,2023-09-18 14:31:39.740000,Accepted,,0.08111821955656619
68,7808705,AAF736FD-AF40-4056-BB90-737376175B52,87894.0,4.0,2023-09-18 14:34:41.740000,Accepted,,0.039363896666328876
69,7645597,0E850BC6-DA13-4102-9D8B-2B0087AA199D,87800.0,0.0,2023-09-18 14:02:30.956666,Denied,12.0,0.24218140632648552
70,7836193,7398CC32-4FE8-42A8-B5D6-CF6F1ECECB23,87903.0,4.0,2023-09-18 14:41:50.023333,Accepted,,0.10990789735298855
71,7133990,C06AEE4C-E456-41F0-A15A-0AD08614C9EE,87916.0,4.0,2023-09-18 14:47:56.740000,Accepted,,0.11017320778952609
72,7207369,5A0E72FA-8E5C-483B-8046-8C72FB9352F7,87919.0,4.0,2023-09-18 14:50:40.353333,Accepted,,0.14944202326050557
73,6824657,38AC1FD1-A9CA-4514-882A-58B20FF71366,87928.0,4.0,2023-09-18 14:57:24.290000,Accepted,,0.08015455349270996
74,6824777,BCF83EBA-0A0B-4524-B783-62C99C02A212,87930.0,0.0,2023-09-18 14:58:29.493333,Denied,12.0,0.1603548608307073
75,7694903,7C893A24-DAE0-43C3-813C-0A43793D644A,87933.0,4.0,2023-09-18 15:00:10.100000,Accepted,,0.1462881612972395
76,7594362,E685CB34-56D7-4BD6-9E27-F00D73F86D0A,87939.0,0.0,2023-09-18 15:04:56.656666,Denied,12.0,0.2707989688847614
77,7651971,7F38B73C-2524-41E6-8F5E-87E09743B7F5,87941.0,4.0,2023-09-18 15:06:22.810000,Accepted,,0.14516012507805293
78,6933195,BB539E3D-4414-4FC3-B418-F8CAA49A88A0,87942.0,0.0,2023-09-18 15:06:57.920000,Denied,12.0,0.24254283039463548
79,7401506,BEC9C57F-B6E3-4514-9A77-FAF910A078C9,87945.0,4.0,2023-09-18 15:08:57.576666,Accepted,,0.1040043784811018
80,6783366,9BF1A884-B3BA-4613-8752-4B9E1C52D1F4,87954.0,4.0,2023-09-18 15:18:23.996666,Accepted,,0.07568008239304878
81,7926423,78AE2609-C0D4-4763-A9E5-6ABFDFC4ACD7,87957.0,0.0,2023-09-18 15:21:33.526666,Denied,12.0,0.17297565272001741
82,7003287,C132413F-5236-414D-A56D-06A6896B6989,87926.0,4.0,2023-09-18 14:57:09.450000,Accepted,,0.15286025185301103
83,7926959,DC697A34-64E9-43AD-AC17-AD645D7279DE,87959.0,4.0,2023-09-18 15:21:58.783333,Accepted,,0.09935756717420602
84,7804677,9C01E877-11AD-4C79-BA1E-BDC33C8CF1AC,87962.0,4.0,2023-09-18 15:27:20.783333,Accepted,,0.039397443832047165
85,7822547,430D5F11-7EBF-45C8-968B-2DAEF2B34AD4,87965.0,4.0,2023-09-18 15:30:09.083333,Accepted,,0.14977063582820258
86,7796546,3B85F963-EBC9-441E-90F7-B66D559D9E4D,87975.0,0.0,2023-09-18 15:38:34.800000,Denied,12.0,0.2213207357645956
87,7750907,ED0FD86A-CC71-4060-B56C-322496BE5C8B,87981.0,2.0,2023-09-18 15:42:36.090000,Incomplete,,0.05849523920181866
88,6347758,17706E26-CF07-4BB4-8A28-13DBEF044C17,87983.0,3.0,2023-09-18 15:44:55.803333,Qualified,,0.07007280331466835
89,7222468,B1D57DD4-4223-4CF8-9908-227D6CCB2E61,87991.0,4.0,2023-09-18 15:48:44.286666,Accepted,,0.09484007010912346
90,6777686,F2366089-2007-497D-B412-D488E2B6E9CC,87992.0,0.0,2023-09-18 15:49:04.196666,Denied,12.0,0.29776374933261374
91,7515726,4F9EC9EB-6EEB-4B16-A018-5A4205E6EC4B,87995.0,3.0,2023-09-18 15:51:02.920000,Qualified,,0.13381835736176434
92,7679550,06C6B673-B873-4F20-A8B4-8EBC29CFC219,88000.0,4.0,2023-09-18 15:55:15.690000,Accepted,,0.1035813685212846
93,6436114,3CE44242-7275-4C72-8B18-BBE293F5013D,88005.0,0.0,2023-09-18 15:55:46.833333,Denied,12.0,0.21183513263145706
94,6722403,A3823C09-60A8-4E91-B749-E37A93E7CD99,88008.0,4.0,2023-09-18 15:59:00.410000,Accepted,,0.12294225659561002
95,7861500,3BE8291A-F32A-4435-A754-5EED08B48AD7,88011.0,4.0,2023-09-18 16:01:27.523333,Accepted,,0.11991770939011713
96,7829496,B21C4958-12B7-4CD2-ACFC-31C20BEC25A2,88010.0,4.0,2023-09-18 16:00:49.163333,Accepted,,0.04583875930205569
97,7835385,7A945849-D114-4E0C-81E4-FCF4EF5AF6AD,88013.0,0.0,2023-09-18 16:01:54.860000,Denied,12.0,0.16773033535670082
98,6856590,77DE8064-824B-407A-A294-3BE31D8CD816,88021.0,4.0,2023-09-18 16:06:00.530000,Accepted,,0.05134754383292335
99,7552144,45A39BC2-78E4-415B-996B-DFE52AB999CA,88026.0,0.0,2023-09-18 16:08:29.390000,Denied,12.0,0.16316241007236992
100,7735575,D7E3A5A3-1E8C-4A29-A307-F7DF7A65695C,88029.0,4.0,2023-09-18 16:09:03.300000,Accepted,,0.1047310683313212
101,7927325,B2668789-5D14-41A3-8DC6-FF044B6BCF9F,88030.0,4.0,2023-09-18 16:09:12.453333,Accepted,,0.11135949242799573
102,7124125,41DBE555-8318-428B-A19B-AA9BD6B14D03,88031.0,4.0,2023-09-18 16:09:28.513333,Accepted,,0.0738028023043061
103,7774924,4A9AC274-15C2-43AF-9C0A-EFA220CE6886,88037.0,3.0,2023-09-18 16:12:44.583333,Qualified,,0.031214834942633322
104,6998084,82F19FBC-7336-4284-81D5-009321EFB2A3,88052.0,0.0,2023-09-18 16:26:22.853333,Denied,12.0,0.18759523346960236
105,7774009,F5DE4B4C-21C4-4508-9A16-DFF8C1AD544A,88051.0,4.0,2023-09-18 16:25:36.573333,Accepted,,0.04373519692859742
106,6982215,96FCD243-3510-4703-866B-F91FA78E517B,88059.0,2.0,2023-09-18 16:28:26.306666,Incomplete,,0.11402307588459708
107,7462563,008DEB8D-D830-44C0-BB77-05201B9CF85C,88066.0,4.0,2023-09-18 16:32:06.360000,Accepted,,0.1474609313341015
108,7885245,C1AE73FA-DFF6-4C67-8F3B-3DC10C9C7725,88061.0,4.0,2023-09-18 16:29:51.130000,Accepted,,0.14236519515700086
109,7578390,570FE97E-F36B-42DD-B190-7528E48D8D02,88068.0,0.0,2023-09-18 16:33:47.796666,Denied,12.0,0.16007128033970425
110,7749086,0BDC1BAD-8D3E-43DF-B044-501E5357B5F5,88073.0,4.0,2023-09-18 16:38:36.816666,Accepted,,0.12788525750081134
111,7316384,812D7F4F-5F40-4503-ADF5-B55553BBB6F1,88075.0,0.0,2023-09-18 16:40:58.816666,Denied,12.0,0.1910805412944276
112,7757993,82CA076E-7E5E-43A3-B536-FC13DE070FBC,88076.0,0.0,2023-09-18 16:41:52.080000,Denied,12.0,0.20056901110855468
113,7192824,5714D763-46C7-47A1-8A53-BB8A69D6E522,88078.0,4.0,2023-09-18 16:43:03.673333,Accepted,,0.06802481006889019
114,6925039,34C746E0-9667-4C60-AAED-6FF88C20A5D8,88087.0,4.0,2023-09-18 16:50:26.663333,Accepted,,0.11578396964537216
115,7585997,281B8DDC-9251-4249-98E5-83E640F8A10A,88086.0,4.0,2023-09-18 16:50:19.980000,Accepted,,0.142050182461633
116,7827180,34A2794D-A23E-4CA2-AD06-6C2E0895D538,88091.0,4.0,2023-09-18 16:53:08.713333,Accepted,,0.13208341812130803
117,7680703,A0C18504-6B07-4712-8106-32170E0BA98C,88095.0,3.0,2023-09-18 16:57:13.653333,Qualified,,0.09471262643621471
118,7014823,674634A9-39C9-4473-B6FC-C7B21420530F,88104.0,4.0,2023-09-18 17:02:19.596666,Accepted,,0.07967014857230152
119,7116646,42807814-3A71-424C-805B-F1CDDE68D765,88063.0,2.0,2023-09-18 16:31:11.200000,Incomplete,,0.114365341450135
120,7057600,180859B7-3516-46EB-AFC8-2A938352ECF7,88105.0,4.0,2023-09-18 17:03:24.450000,Accepted,,0.09068821482417057
121,6674779,6B5CBC20-B0AA-4817-BEE6-2E97407ECE78,88108.0,0.0,2023-09-18 17:04:35.770000,Denied,12.0,0.19455892016945064
122,6587061,DDA8BFE8-5D8F-47A9-960F-9944B6077C13,88110.0,4.0,2023-09-18 17:05:22.820000,Accepted,,0.13269001151682813
123,7108558,C8163C3B-E656-4D17-BC87-F4D5BFF76D83,88116.0,0.0,2023-09-18 17:10:25.520000,Denied,12.0,0.19198747436774533
124,7285554,D0106152-13DD-40A3-929F-4C97CE22444C,88117.0,0.0,2023-09-18 17:11:47.070000,Denied,12.0,0.16202707486130047
125,6306592,EC1CE974-CABA-424B-A243-07F7BDE4DDE7,88138.0,4.0,2023-09-18 17:27:34.916666,Accepted,,0.15941941618178804
126,7715672,CB7A288E-ABCD-4639-ACF0-392E35462982,88141.0,0.0,2023-09-18 17:30:01.670000,Denied,12.0,0.16109509303545488
127,7928083,F701B6F7-57A0-4EE3-97D2-E6A602CB497D,88148.0,4.0,2023-09-18 17:35:32.213333,Accepted,,0.049115385366829974
128,7817134,01AC3065-89DC-483F-B1F8-65BB3455C487,88154.0,0.0,2023-09-18 17:41:01.760000,Denied,12.0,0.18855444957422104
129,6896990,697AD30B-40B8-4370-8B0C-5C2F2CFF2CF8,88159.0,4.0,2023-09-18 17:47:07.166666,Accepted,,0.08166720556758422
130,6434059,D9B77B59-40D3-4B10-9DD4-78B33E79C692,88161.0,4.0,2023-09-18 17:49:33.820000,Accepted,,0.08119532758346872
131,7928331,911B66B0-618F-4FA2-9094-C754DF652AAE,88168.0,4.0,2023-09-18 17:58:10.250000,Accepted,,0.04204583108804575
132,6612520,C2F50526-4804-4457-A1D3-062205D10308,88174.0,4.0,2023-09-18 18:01:25.043333,Accepted,,0.11836392920733907
133,7252301,D492FA71-E52F-46E5-8C64-71FC2DEDDD9C,88176.0,0.0,2023-09-18 18:01:41.000000,Denied,12.0,0.20235626961462258
134,7757099,0E9572BA-3AE2-43A3-AFF9-1A995EDCCC7F,88169.0,4.0,2023-09-18 17:59:27.806666,Accepted,,0.09352870931632813
135,7064766,DCBBDC27-06F3-417C-8289-C18B861B80CA,88182.0,0.0,2023-09-18 18:07:12.480000,Denied,12.0,0.20955672528259056
136,7926979,10EE366F-60BF-4923-853B-A8F7DD052A87,88183.0,4.0,2023-09-18 18:07:20.300000,Accepted,,0.054122670082782605
137,7769528,AB815FFA-CA74-4EFB-8D46-D866768B0557,88188.0,4.0,2023-09-18 18:17:23.990000,Accepted,,0.05744644389516742
138,7928421,3CBF9D76-F6E3-419E-A399-2071E87158FE,88189.0,4.0,2023-09-18 18:17:45.556666,Accepted,,0.14985114827971646
139,7125509,776F5E9B-6F8F-4326-BBE5-74E7AE0B182E,88190.0,3.0,2023-09-18 18:17:54.993333,Qualified,,0.13075940749234544
140,6481632,26B39A58-6437-4832-89F5-D468DA3F6249,88193.0,3.0,2023-09-18 18:21:04.023333,Qualified,,0.11347178476424112
141,7126092,6A49B57D-39C0-4623-9DBE-7BA2688C5F1D,88196.0,4.0,2023-09-18 18:23:53.276666,Accepted,,0.1139175113094737
142,7654550,EB8770CE-BF7F-4F4F-8351-C15E0D99E6C6,88197.0,4.0,2023-09-18 18:24:00.000000,Accepted,,0.15151765966365718
143,7659177,221B9DC7-EFE7-4712-A4F4-27FC245228C5,88207.0,4.0,2023-09-18 18:31:00.126666,Accepted,,0.10984311743329706
144,7928666,023A4DDA-2C63-4DA6-8810-BEB48310593B,88216.0,2.0,2023-09-18 18:35:45.923333,Incomplete,,0.04256731208445423
145,7649955,B3AB77FE-19E4-498F-92A1-409938107E87,88218.0,4.0,2023-09-18 18:38:15.603333,Accepted,,0.08002278175088565
146,7917310,BBF0A54A-7D9E-461A-9978-D42A8FF94360,88221.0,0.0,2023-09-18 18:40:46.783333,Denied,12.0,0.2049619111622751
147,7646075,EC2C4DB1-6A94-46E2-948A-76CD488498CE,88223.0,4.0,2023-09-18 18:41:36.456666,Accepted,,0.08250946366411158
148,7479940,4097EFF5-52E0-4E19-8965-AB28C1054125,88225.0,0.0,2023-09-18 18:43:59.053333,Denied,12.0,0.17741324578887616
149,7066681,3D26CCB9-B1BF-4434-9A47-D2BA2857D6F5,88222.0,4.0,2023-09-18 18:40:50.366666,Accepted,,0.1555289666185534
150,6289141,6D9C50CE-D368-4C44-97C4-2CB2B8A6BC61,88224.0,4.0,2023-09-18 18:43:08.033333,Accepted,,0.1270300424785659
151,7646612,6BBD06F6-6ABD-4355-B38F-E88779809A60,88230.0,4.0,2023-09-18 18:50:45.870000,Accepted,,0.10501578875068097
152,7828742,3AFE7896-01D9-4FBC-A152-1E4C5AB73C78,88245.0,4.0,2023-09-18 18:58:54.076666,Accepted,,0.11552283629262172
153,6627004,7FFB3673-4AE1-4943-9E79-6DCFC11755E6,88249.0,4.0,2023-09-18 19:00:47.343333,Accepted,,0.10556586488343042
154,6692709,AEEA4A75-B140-4391-B1E3-33027DDDB68A,88253.0,4.0,2023-09-18 19:03:06.660000,Accepted,,0.040787000371405695
155,7862810,B0A6AD3B-CB05-4037-A255-33CF0603DA0B,88256.0,3.0,2023-09-18 19:06:36.820000,Qualified,,0.10940674615696294
156,7089405,B37BD810-8CA6-444B-9DC2-2087C3176F6D,88255.0,0.0,2023-09-18 19:06:15.790000,Denied,12.0,0.24141591036607707
157,7630262,1F1D0CC8-E78A-4A6C-BA35-D1049DDCE4E1,88268.0,3.0,2023-09-18 19:17:01.296666,Qualified,,0.08659845985943745
158,7713152,5C89B74D-B65B-483E-AB33-1FE2066FFA0D,88287.0,3.0,2023-09-18 19:31:18.400000,Qualified,,0.07422885315403888
159,6693486,25373E13-95AD-4BCC-8343-B66093871BDC,87844.0,4.0,2023-09-18 14:13:26.250000,Accepted,,0.15786437890853466
160,7822142,CE62E358-EA94-492F-9E7A-A9044F5C75CA,88306.0,4.0,2023-09-18 20:03:17.896666,Accepted,,0.1390668810425165
161,6409294,C2139032-D0C8-4E55-A509-3EC2692066A9,88308.0,0.0,2023-09-18 20:06:01.900000,Denied,12.0,0.18142374894930335
162,7414070,388EEE16-AF94-4D9D-8590-7A20EB5B0FAF,88311.0,2.0,2023-09-18 20:08:20.826666,Incomplete,,0.10465793148353442
163,7812371,28D509EE-FFA7-49D3-8A3A-CA8CC9E7A0C3,88323.0,4.0,2023-09-18 20:17:30.883333,Accepted,,0.12776533637300033
164,7775454,4B7FC487-6C70-4FFB-9733-62E0D7B5A917,88335.0,4.0,2023-09-18 20:25:33.020000,Accepted,,0.0974643844050578
165,6661686,3369F507-09B1-47DD-AA2B-A7E851611548,88334.0,2.0,2023-09-18 20:25:18.923333,Incomplete,,0.13256508659731758
166,7862346,B2267C29-BBE1-43F1-B5E3-BE8858B3E96F,88338.0,0.0,2023-09-18 20:26:38.066666,Denied,12.0,0.16779911464843453
167,6484868,D27F3A6B-55A9-4817-9EE2-56D0CD0CD4C4,88346.0,4.0,2023-09-18 20:32:08.933333,Accepted,,0.11042812467233387
168,7345939,869A2500-54B2-40F4-AE67-97E11F6E9017,88347.0,0.0,2023-09-18 20:32:58.810000,Denied,12.0,0.17045166620900024
169,7496208,65F1DFB3-5B9E-4A7F-A1CC-3C387DF65541,88351.0,4.0,2023-09-18 20:37:07.993333,Accepted,,0.13869376167786387
170,7770321,80DCEC55-F924-4BC2-8F12-79EFB63782C1,88397.0,2.0,2023-09-18 21:12:27.463333,Incomplete,,0.13088970683269605
171,7654119,0832BB4F-CD7E-44CA-994C-9D0F8AE16B5E,88405.0,4.0,2023-09-18 21:18:24.080000,Accepted,,0.12168811124168942
172,6801889,209658C4-162B-4DC6-8424-D3686B150AF9,88412.0,0.0,2023-09-18 21:28:11.853333,Denied,12.0,0.19598295294673493
173,7663277,56F31D68-E960-42F9-A366-E468037EE0E2,88416.0,3.0,2023-09-18 21:34:22.083333,Qualified,,0.08253307102780906
174,7632349,3666A266-7505-4639-BC9B-317B393A1CCC,88422.0,0.0,2023-09-18 21:40:52.616666,Denied,12.0,0.22569273401271928
175,7183168,0B5BCD3A-692E-4220-A3B5-39C40CE69636,88423.0,4.0,2023-09-18 21:42:06.760000,Accepted,,0.14367300494527788
176,7668516,FA6BEF92-89BC-4754-83CA-7C3D0C554E32,88426.0,4.0,2023-09-18 21:44:33.493333,Accepted,,0.0849074260368854
177,7414011,EDF28B86-F03F-44BF-AAC2-CC9BA244B838,88427.0,4.0,2023-09-18 21:45:44.133333,Accepted,,0.14220368566853497
178,7840504,4B62024C-33A1-45CB-9808-4E3E3F1A5A53,88434.0,4.0,2023-09-18 21:50:02.650000,Accepted,,0.1372227158242252
179,7016035,58F5C2D3-056A-4165-87EA-67E645D864F0,88449.0,4.0,2023-09-18 22:08:13.050000,Accepted,,0.1295276322191209
180,6825510,70FB7B9C-7D7E-4CE7-AA2B-BE98B3E43D86,88461.0,4.0,2023-09-18 22:16:29.313333,Accepted,,0.09877531939316779
181,7479940,4097EFF5-52E0-4E19-8965-AB28C1054125,88483.0,0.0,2023-09-18 22:47:08.910000,Denied,12.0,0.17741324578887616
182,7776101,F1DDE1CC-A2C4-4064-AF24-CA6A5333A687,88497.0,0.0,2023-09-18 23:01:27.110000,Denied,12.0,0.20864965011736872
183,6390305,27E39E0F-4A69-49E0-803D-81B4A098C1A8,88054.0,2.0,2023-09-18 16:26:28.866666,Incomplete,,
184,6364218,DDD9FBF7-27CD-46B9-BE71-6273D347EB7E,88254.0,0.0,2023-09-18 19:03:27.563333,Denied,3.0,
185,7427796,63A93308-7AFD-46B2-A45B-5439F5C54657,88101.0,2.0,2023-09-18 17:01:21.810000,Incomplete,,
